Date,Open,High,Low,Close,Adj Close,Volume
2022-08-02,49.16999816894531,49.22999954223633,48.45000076293945,48.4900016784668,46.385169982910156,2231300
2022-08-03,48.43000030517578,48.900001525878906,48.380001068115234,48.79999923706055,46.68170928955078,2146400
2022-08-04,48.439998626708984,48.59000015258789,48.15999984741211,48.41999816894531,46.73382568359375,1599700
2022-08-05,48.060001373291016,48.150001525878906,47.70000076293945,48.06999969482422,46.396018981933594,1830600
2022-08-08,48.560001373291016,48.709999084472656,48.34000015258789,48.41999816894531,46.73382568359375,1742300
2022-08-09,48.220001220703125,48.33000183105469,47.79999923706055,47.849998474121094,46.183677673339844,2886200
2022-08-10,48.29999923706055,48.47999954223633,48.22999954223633,48.380001068115234,46.695220947265625,1960800
2022-08-11,47.709999084472656,47.95000076293945,47.619998931884766,47.650001525878906,45.99064636230469,1839400
2022-08-12,47.290000915527344,47.79999923706055,47.060001373291016,47.779998779296875,46.11611557006836,4610500
2022-08-15,47.56999969482422,47.84000015258789,47.5099983215332,47.810001373291016,46.14507293701172,3251900
2022-08-16,47.220001220703125,47.779998779296875,47.16999816894531,47.650001525878906,45.99064636230469,2558700
2022-08-17,47.47999954223633,47.7400016784668,47.400001525878906,47.650001525878906,45.99064636230469,2522800
2022-08-18,47.31999969482422,47.38999938964844,47.08000183105469,47.349998474121094,45.701087951660156,2618100
2022-08-19,47.43000030517578,47.630001068115234,47.25,47.40999984741211,45.759002685546875,1750200
2022-08-22,47.290000915527344,47.47999954223633,46.95000076293945,47.02000045776367,45.38258361816406,1654300
2022-08-23,46.459999084472656,46.81999969482422,46.400001525878906,46.59000015258789,44.96755599975586,1611300
2022-08-24,46.779998779296875,47.20000076293945,46.66999816894531,46.939998626708984,45.30537033081055,1687200
2022-08-25,46.7599983215332,47.0099983215332,46.4900016784668,47.0099983215332,45.372928619384766,1220200
2022-08-26,46.88999938964844,46.9900016784668,45.970001220703125,46.02000045776367,44.41740798950195,1671800
2022-08-29,45.959999084472656,46.20000076293945,45.900001525878906,45.95000076293945,44.34984588623047,1516300
2022-08-30,46.20000076293945,46.2599983215332,45.70000076293945,45.75,44.15680694580078,1727400
2022-08-31,45.86000061035156,45.9900016784668,45.36000061035156,45.38999938964844,43.80934524536133,1608500
2022-09-01,44.91999816894531,44.95000076293945,44.540000915527344,44.90999984741211,43.346065521240234,2046000
2022-09-02,45.09000015258789,45.34000015258789,44.459999084472656,44.599998474121094,43.046852111816406,1827800
2022-09-06,45.150001525878906,45.38999938964844,44.72999954223633,44.79999923706055,43.239891052246094,2350000
2022-09-07,44.79999923706055,45.29999923706055,44.790000915527344,45.29999923706055,43.72248077392578,1698500
2022-09-08,44.599998474121094,45.099998474121094,44.5,44.95000076293945,43.384666442871094,2643800
2022-09-09,45.970001220703125,46.13999938964844,45.7599983215332,46.0099983215332,44.407752990722656,2782300
2022-09-12,46.970001220703125,47.099998474121094,46.81999969482422,46.83000183105469,45.19919967651367,2410700
2022-09-13,46.720001220703125,46.84000015258789,45.88999938964844,45.88999938964844,44.291934967041016,2322200
2022-09-14,45.970001220703125,46.150001525878906,45.720001220703125,45.91999816894531,44.32088851928711,2290300
2022-09-15,45.459999084472656,45.709999084472656,45.290000915527344,45.38999938964844,43.80934524536133,1977000
2022-09-16,45.310001373291016,45.34000015258789,44.959999084472656,45.16999816894531,43.59700393676758,2029100
