Date,Open,High,Low,Close,Adj Close,Volume
2022-08-02,7.28000020980835,8.079999923706055,7.25,7.840000152587891,7.840000152587891,8558900
2022-08-03,7.989999771118164,8.300000190734863,7.900000095367432,8.25,8.25,5373500
2022-08-04,8.350000381469727,8.555000305175781,8.140000343322754,8.1899995803833,8.1899995803833,8058700
2022-08-05,6.75,7.269999980926514,6.619999885559082,6.760000228881836,6.760000228881836,19811500
2022-08-08,6.869999885559082,7.170000076293945,6.670000076293945,6.809999942779541,6.809999942779541,11415500
2022-08-09,6.730000019073486,7.019999980926514,6.519999980926514,6.639999866485596,6.639999866485596,6574300
2022-08-10,6.909999847412109,7.059999942779541,6.739999771118164,7.019999980926514,7.019999980926514,8380600
2022-08-11,7.099999904632568,7.36899995803833,6.820000171661377,6.980000019073486,6.980000019073486,9454600
2022-08-12,7.039999961853027,7.190000057220459,6.800000190734863,7.119999885559082,7.119999885559082,7806600
2022-08-15,7.03000020980835,7.328999996185303,6.949999809265137,7.079999923706055,7.079999923706055,5820700
2022-08-16,7.050000190734863,7.199999809265137,6.800000190734863,7.039999961853027,7.039999961853027,8572600
2022-08-17,6.980000019073486,6.980000019073486,6.709000110626221,6.739999771118164,6.739999771118164,6933200
2022-08-18,6.619999885559082,6.699999809265137,6.440000057220459,6.639999866485596,6.639999866485596,6559300
2022-08-19,6.449999809265137,6.489999771118164,6.289999961853027,6.320000171661377,6.320000171661377,5465900
2022-08-22,6.130000114440918,6.21999979019165,6.014999866485596,6.050000190734863,6.050000190734863,8865600
2022-08-23,6.099999904632568,6.230000019073486,5.929999828338623,5.929999828338623,5.929999828338623,7336300
2022-08-24,5.949999809265137,6.206999778747559,5.889999866485596,6.150000095367432,6.150000095367432,4157400
2022-08-25,6.269999980926514,6.385000228881836,6.190000057220459,6.239999771118164,6.239999771118164,3828700
2022-08-26,6.239999771118164,6.28000020980835,5.929999828338623,5.980000019073486,5.980000019073486,6090300
2022-08-29,5.900000095367432,6.099999904632568,5.840000152587891,5.980000019073486,5.980000019073486,4606100
2022-08-30,6.110000133514404,6.179999828338623,5.909999847412109,5.96999979019165,5.96999979019165,4973800
2022-08-31,6.050000190734863,6.158999919891357,5.829999923706055,5.909999847412109,5.909999847412109,5233400
2022-09-01,5.829999923706055,5.900000095367432,5.574999809265137,5.820000171661377,5.820000171661377,6766500
2022-09-02,5.920000076293945,5.96999979019165,5.630000114440918,5.71999979019165,5.71999979019165,8413000
2022-09-06,5.78000020980835,5.880000114440918,5.695000171661377,5.849999904632568,5.849999904632568,7763900
2022-09-07,5.809999942779541,6.139999866485596,5.809999942779541,6.130000114440918,6.130000114440918,6718600
2022-09-08,6.019999980926514,6.369999885559082,5.965000152587891,6.28000020980835,6.28000020980835,6734300
2022-09-09,6.0,6.119999885559082,5.78000020980835,6.0,6.0,13819000
2022-09-12,5.989999771118164,6.099999904632568,5.885000228881836,6.059999942779541,6.059999942779541,6905900
2022-09-13,5.820000171661377,5.860000133514404,5.559999942779541,5.559999942779541,5.559999942779541,12320700
2022-09-14,5.539999961853027,5.630000114440918,5.360000133514404,5.559999942779541,5.559999942779541,8084200
