Date,Ticker,T_5,T_4,T_3,T_2,T_1,Price,P_1
2023-03-16,S&P,3918.320068359375,3861.590087890625,3855.760009765625,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125
2023-03-16,NVDA,234.3600006103516,229.6499938964844,229.66000366210935,240.6300048828125,242.27999877929688,255.41000366210935,257.25
2023-03-16,S&P,3918.320068359375,3861.590087890625,3855.760009765625,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125
2023-03-16,S&P,3918.320068359375,3861.590087890625,3855.760009765625,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125
2023-03-16,S&P,3918.320068359375,3861.590087890625,3855.760009765625,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125
2023-03-16,S&P,3918.320068359375,3861.590087890625,3855.760009765625,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125
2023-03-17,S&P,3861.590087890625,3855.760009765625,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375
2023-03-17,S&P,3861.590087890625,3855.760009765625,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375
2023-03-17,S&P,3861.590087890625,3855.760009765625,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375
2023-03-17,S&P,3861.590087890625,3855.760009765625,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375
2023-03-17,S&P,3861.590087890625,3855.760009765625,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375
2023-03-17,S&P,3861.590087890625,3855.760009765625,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375
2023-03-17,S&P,3861.590087890625,3855.760009765625,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375
2023-03-17,DD,70.33999633789062,69.25,70.30000305175781,67.83999633789062,69.22000122070312,67.55000305175781,68.93000030517578
2023-03-17,NVDA,229.6499938964844,229.66000366210935,240.6300048828125,242.27999877929688,255.41000366210935,257.25,259.0
2023-03-17,S&P,3861.590087890625,3855.760009765625,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375
2023-03-17,UBS,20.34000015258789,19.36000061035156,19.989999771118164,18.729999542236328,19.26000022888184,18.200000762939453,18.799999237060547
2023-03-20,S&P,3855.760009765625,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875
2023-03-20,NVDA,229.66000366210935,240.6300048828125,242.27999877929688,255.41000366210935,257.25,259.0,261.989990234375
2023-03-20,AMD,82.01000213623047,87.44999694824219,89.68000030517578,96.5999984741211,97.83999633789062,96.80999755859376,95.93000030517578
2023-03-20,S&P,3855.760009765625,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875
2023-03-20,S&P,3855.760009765625,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875
2023-03-20,UBS,19.36000061035156,19.989999771118164,18.729999542236328,19.26000022888184,18.200000762939453,18.799999237060547,21.049999237060547
2023-03-20,S&P,3855.760009765625,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875
2023-03-21,NVDA,240.6300048828125,242.27999877929688,255.41000366210935,257.25,259.0,261.989990234375,264.67999267578125
2023-03-21,S&P,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125
2023-03-21,S&P,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125
2023-03-21,S&P,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125
2023-03-21,S&P,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125
2023-03-21,DD,70.30000305175781,67.83999633789062,69.22000122070312,67.55000305175781,68.93000030517578,69.66999816894531,68.19999694824219
2023-03-21,S&P,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125
2023-03-21,S&P,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125
2023-03-21,UBS,19.989999771118164,18.729999542236328,19.26000022888184,18.200000762939453,18.799999237060547,21.049999237060547,20.399999618530277
2023-03-21,S&P,3919.2900390625,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125
2023-03-22,NVDA,242.27999877929688,255.41000366210935,257.25,259.0,261.989990234375,264.67999267578125,271.9100036621094
2023-03-22,AMD,89.68000030517578,96.5999984741211,97.83999633789062,96.80999755859376,95.93000030517578,97.58000183105467,100.27999877929688
2023-03-22,S&P,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125
2023-03-22,S&P,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125
2023-03-22,S&P,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125
2023-03-22,S&P,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125
2023-03-22,DD,67.83999633789062,69.22000122070312,67.55000305175781,68.93000030517578,69.66999816894531,68.19999694824219,68.36000061035156
2023-03-22,S&P,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125
2023-03-22,S&P,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125
2023-03-22,UBS,18.729999542236328,19.26000022888184,18.200000762939453,18.799999237060547,21.049999237060547,20.399999618530277,19.170000076293945
2023-03-22,S&P,3891.929931640625,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125
2023-03-23,NVDA,255.41000366210935,257.25,259.0,261.989990234375,264.67999267578125,271.9100036621094,267.7900085449219
2023-03-23,AMD,96.5999984741211,97.83999633789062,96.80999755859376,95.93000030517578,97.58000183105467,100.27999877929688,97.9499969482422
2023-03-23,S&P,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375
2023-03-23,S&P,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375
2023-03-23,S&P,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375
2023-03-23,S&P,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375
2023-03-23,S&P,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375
2023-03-23,TSLA,184.1300048828125,180.1300048828125,183.25,197.5800018310547,191.1499938964844,192.22000122070312,190.41000366210932
2023-03-23,S&P,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375
2023-03-23,S&P,3960.280029296875,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375
2023-03-24,NVDA,257.25,259.0,261.989990234375,264.67999267578125,271.9100036621094,267.7900085449219,265.3099975585937
2023-03-24,S&P,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875
2023-03-24,S&P,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875
2023-03-24,S&P,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875
2023-03-24,S&P,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875
2023-03-24,META,195.6100006103516,197.80999755859372,202.16000366210935,199.80999755859372,204.27999877929688,206.00999450683597,202.83999633789065
2023-03-24,S&P,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875
2023-03-24,S&P,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875
2023-03-24,S&P,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875
2023-03-24,NVDA,257.25,259.0,261.989990234375,264.67999267578125,271.9100036621094,267.7900085449219,265.3099975585937
2023-03-24,S&P,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875
2023-03-24,S&P,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875
2023-03-24,S&P,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875
2023-03-24,MSFT,279.42999267578125,272.2300109863281,273.7799987792969,272.2900085449219,277.6600036621094,280.57000732421875,276.3800048828125
2023-03-24,S&P,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875
2023-03-24,META,195.6100006103516,197.80999755859372,202.16000366210935,199.80999755859372,204.27999877929688,206.00999450683597,202.83999633789065
2023-03-24,S&P,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875
2023-03-24,S&P,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875
2023-03-24,S&P,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875
2023-03-24,S&P,3916.639892578125,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875
2023-03-27,S&P,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875,3971.27001953125
2023-03-27,S&P,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875,3971.27001953125
2023-03-27,MSFT,272.2300109863281,273.7799987792969,272.2900085449219,277.6600036621094,280.57000732421875,276.3800048828125,275.2300109863281
2023-03-27,S&P,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875,3971.27001953125
2023-03-27,S&P,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875,3971.27001953125
2023-03-27,S&P,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875,3971.27001953125
2023-03-27,S&P,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875,3971.27001953125
2023-03-27,S&P,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875,3971.27001953125
2023-03-27,DD,68.93000030517578,69.66999816894531,68.19999694824219,68.36000061035156,68.5999984741211,68.94000244140625,69.58000183105469
2023-03-27,S&P,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875,3971.27001953125
2023-03-27,S&P,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875,3971.27001953125
2023-03-27,TSLA,183.25,197.5800018310547,191.1499938964844,192.22000122070312,190.41000366210932,191.8099975585937,189.19000244140625
2023-03-27,S&P,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875,3971.27001953125
2023-03-27,S&P,3951.570068359375,4002.8701171875,3936.969970703125,3948.719970703125,3970.989990234375,3977.530029296875,3971.27001953125
2023-04-03,NVDA,265.3099975585937,264.1000061035156,269.8399963378906,273.8299865722656,277.7699890136719,279.6499938964844,274.5299987792969
2023-04-03,S&P,3977.530029296875,3971.27001953125,4027.81005859375,4050.830078125,4109.31005859375,4124.509765625,4100.60009765625
2023-04-03,S&P,3977.530029296875,3971.27001953125,4027.81005859375,4050.830078125,4109.31005859375,4124.509765625,4100.60009765625
2023-04-03,S&P,3977.530029296875,3971.27001953125,4027.81005859375,4050.830078125,4109.31005859375,4124.509765625,4100.60009765625
2023-04-03,S&P,3977.530029296875,3971.27001953125,4027.81005859375,4050.830078125,4109.31005859375,4124.509765625,4100.60009765625
2023-04-03,S&P,3977.530029296875,3971.27001953125,4027.81005859375,4050.830078125,4109.31005859375,4124.509765625,4100.60009765625
2023-04-03,S&P,3977.530029296875,3971.27001953125,4027.81005859375,4050.830078125,4109.31005859375,4124.509765625,4100.60009765625
2023-04-03,S&P,3977.530029296875,3971.27001953125,4027.81005859375,4050.830078125,4109.31005859375,4124.509765625,4100.60009765625
2023-04-03,S&P,3977.530029296875,3971.27001953125,4027.81005859375,4050.830078125,4109.31005859375,4124.509765625,4100.60009765625
2023-04-03,S&P,3977.530029296875,3971.27001953125,4027.81005859375,4050.830078125,4109.31005859375,4124.509765625,4100.60009765625
2023-04-03,S&P,3977.530029296875,3971.27001953125,4027.81005859375,4050.830078125,4109.31005859375,4124.509765625,4100.60009765625
2023-04-03,DD,68.94000244140625,69.58000183105469,70.83000183105469,70.62999725341797,71.7699966430664,71.88999938964844,70.22000122070312
2023-04-03,S&P,3977.530029296875,3971.27001953125,4027.81005859375,4050.830078125,4109.31005859375,4124.509765625,4100.60009765625
2023-04-03,TSLA,191.8099975585937,189.19000244140625,193.8800048828125,195.27999877929688,207.4600067138672,194.7700042724609,192.5800018310547
2023-04-03,S&P,3977.530029296875,3971.27001953125,4027.81005859375,4050.830078125,4109.31005859375,4124.509765625,4100.60009765625
2023-04-03,S&P,3977.530029296875,3971.27001953125,4027.81005859375,4050.830078125,4109.31005859375,4124.509765625,4100.60009765625
2023-04-03,UBS,19.399999618530277,19.270000457763672,20.100000381469727,20.51000022888184,21.34000015258789,20.700000762939453,21.0
2023-06-09,S&P,4282.3701171875,4273.7900390625,4283.85009765625,4267.52001953125,4293.93017578125,4298.85986328125,4338.93017578125
2023-06-09,S&P,4282.3701171875,4273.7900390625,4283.85009765625,4267.52001953125,4293.93017578125,4298.85986328125,4338.93017578125
2023-06-09,S&P,4282.3701171875,4273.7900390625,4283.85009765625,4267.52001953125,4293.93017578125,4298.85986328125,4338.93017578125
2023-06-09,S&P,4282.3701171875,4273.7900390625,4283.85009765625,4267.52001953125,4293.93017578125,4298.85986328125,4338.93017578125
2023-06-09,S&P,4282.3701171875,4273.7900390625,4283.85009765625,4267.52001953125,4293.93017578125,4298.85986328125,4338.93017578125
2023-06-09,TSLA,213.97000122070312,217.6100006103516,221.3099975585937,224.57000732421875,234.8600006103516,244.3999938964844,249.8300018310547
2023-06-09,S&P,4282.3701171875,4273.7900390625,4283.85009765625,4267.52001953125,4293.93017578125,4298.85986328125,4338.93017578125
2023-06-09,S&P,4282.3701171875,4273.7900390625,4283.85009765625,4267.52001953125,4293.93017578125,4298.85986328125,4338.93017578125
2023-06-09,S&P,4282.3701171875,4273.7900390625,4283.85009765625,4267.52001953125,4293.93017578125,4298.85986328125,4338.93017578125
2023-06-09,S&P,4282.3701171875,4273.7900390625,4283.85009765625,4267.52001953125,4293.93017578125,4298.85986328125,4338.93017578125
2023-06-09,NVDA,393.2699890136719,391.7099914550781,386.5400085449219,374.75,385.1000061035156,387.7000122070313,394.8200073242188
2023-06-09,S&P,4282.3701171875,4273.7900390625,4283.85009765625,4267.52001953125,4293.93017578125,4298.85986328125,4338.93017578125
2023-06-09,S&P,4282.3701171875,4273.7900390625,4283.85009765625,4267.52001953125,4293.93017578125,4298.85986328125,4338.93017578125
2023-06-09,S&P,4282.3701171875,4273.7900390625,4283.85009765625,4267.52001953125,4293.93017578125,4298.85986328125,4338.93017578125
2023-06-09,S&P,4282.3701171875,4273.7900390625,4283.85009765625,4267.52001953125,4293.93017578125,4298.85986328125,4338.93017578125
2023-06-09,S&P,4282.3701171875,4273.7900390625,4283.85009765625,4267.52001953125,4293.93017578125,4298.85986328125,4338.93017578125
