Date,Open,High,Low,Close,Adj Close,Volume
2022-08-02,3.4200000762939453,3.950000047683716,3.369999885559082,3.9000000953674316,3.9000000953674316,36341700
2022-08-03,3.9700000286102295,4.050000190734863,3.799999952316284,3.880000114440918,3.880000114440918,25686800
2022-08-04,3.8299999237060547,4.139999866485596,3.7899999618530273,4.03000020980835,4.03000020980835,28701000
2022-08-05,3.880000114440918,4.019999980926514,3.799999952316284,3.9000000953674316,3.9000000953674316,24705500
2022-08-08,3.930000066757202,4.429999828338623,3.9000000953674316,4.300000190734863,4.300000190734863,48097500
2022-08-09,4.170000076293945,4.21999979019165,3.819999933242798,3.8399999141693115,3.8399999141693115,32014400
2022-08-10,4.0,4.130000114440918,3.8399999141693115,4.059999942779541,4.059999942779541,30106100
2022-08-11,4.179999828338623,4.269999980926514,3.8499999046325684,3.8499999046325684,3.8499999046325684,28716800
2022-08-12,3.9600000381469727,4.059999942779541,3.8299999237060547,4.03000020980835,4.03000020980835,23529400
2022-08-15,4.0,4.380000114440918,3.990000009536743,4.289999961853027,4.289999961853027,41284800
2022-08-16,4.329999923706055,4.480000019073486,4.119999885559082,4.199999809265137,4.199999809265137,43558100
2022-08-17,4.199999809265137,4.519999980926514,4.050000190734863,4.059999942779541,4.059999942779541,46225300
2022-08-18,4.090000152587891,4.110000133514404,3.9200000762939453,4.03000020980835,4.03000020980835,19964200
2022-08-19,3.9100000858306885,3.9800000190734863,3.7100000381469727,3.740000009536743,3.740000009536743,24832200
2022-08-22,3.6600000858306885,3.6600000858306885,3.509999990463257,3.5399999618530273,3.5399999618530273,21924800
2022-08-23,3.619999885559082,3.690000057220459,3.5199999809265137,3.5799999237060547,3.5799999237060547,15152900
2022-08-24,3.619999885559082,3.809999942779541,3.5399999618530273,3.759999990463257,3.759999990463257,19850000
2022-08-25,3.819999933242798,4.190000057220459,3.759999990463257,4.119999885559082,4.119999885559082,35868400
2022-08-26,4.059999942779541,4.079999923706055,3.799999952316284,3.8299999237060547,3.8299999237060547,21520100
2022-08-29,3.7799999713897705,4.0,3.7100000381469727,3.890000104904175,3.890000104904175,17979400
2022-08-30,3.950000047683716,3.9600000381469727,3.690000057220459,3.7300000190734863,3.7300000190734863,17028300
2022-08-31,3.7699999809265137,3.8299999237060547,3.690000057220459,3.799999952316284,3.799999952316284,15377000
