Date,Open,High,Low,Close,Adj Close,Volume
2022-08-02,15.449999809265137,16.989999771118164,15.3100004196167,16.860000610351562,16.860000610351562,42734200
2022-08-03,17.200000762939453,18.270000457763672,16.780000686645508,18.209999084472656,18.209999084472656,41951900
2022-08-04,18.979999542236328,19.75,18.25,18.65999984741211,18.65999984741211,66585500
2022-08-05,16.969999313354492,22.770000457763672,16.5,22.18000030517578,22.18000030517578,125780200
2022-08-08,24.059999465942383,27.5,23.100000381469727,23.959999084472656,23.959999084472656,132819200
2022-08-09,23.200000762939453,23.850000381469727,21.739999771118164,22.450000762939453,22.450000762939453,62368000
2022-08-10,23.389999389648438,23.799999237060547,20.729999542236328,23.670000076293945,23.670000076293945,64157000
2022-08-11,24.06999969482422,26.079999923706055,23.68000030517578,25.459999084472656,25.459999084472656,79337900
2022-08-12,26.940000534057617,27.200000762939453,23.959999084472656,24.440000534057617,24.440000534057617,73386000
2022-08-15,24.06999969482422,24.489999771118164,22.670000076293945,24.209999084472656,24.209999084472656,50182700
2022-08-16,24.010000228881836,26.15999984741211,23.399999618530273,24.809999465942383,24.809999465942383,72301100
2022-08-17,24.59000015258789,25.450000762939453,21.280000686645508,21.360000610351562,21.360000610351562,59412000
2022-08-18,21.860000610351562,22.09000015258789,19.1200008392334,19.290000915527344,19.290000915527344,50429000
2022-08-19,18.040000915527344,18.959999084472656,17.5,18.020000457763672,18.020000457763672,52461500
2022-08-22,11.329999923706055,13.050000190734863,10.300000190734863,10.460000038146973,10.460000038146973,151158700
2022-08-23,10.720000267028809,10.9399995803833,9.470000267028809,9.5600004196167,9.5600004196167,80188100
2022-08-24,9.59000015258789,9.899999618530273,9.229999542236328,9.579999923706055,9.579999923706055,50478300
2022-08-25,9.779999732971191,9.9399995803833,9.3100004196167,9.569999694824219,9.569999694824219,31596300
2022-08-26,9.579999923706055,9.670000076293945,8.960000038146973,9.170000076293945,9.170000076293945,36395500
2022-08-29,9.039999961853027,9.609999656677246,8.90999984741211,9.470000267028809,9.470000267028809,39602600
2022-08-30,9.59000015258789,9.640000343322754,9.029999732971191,9.270000457763672,9.270000457763672,25167500
2022-08-31,9.109999656677246,9.279999732971191,8.680000305175781,9.119999885559082,9.119999885559082,33009700
2022-09-01,9.029999732971191,9.029999732971191,8.300000190734863,8.579999923706055,8.579999923706055,26335600
2022-09-02,8.779999732971191,9.170000076293945,8.350000381469727,8.880000114440918,8.880000114440918,27614700
2022-09-06,8.649999618530273,8.75,8.170000076293945,8.1899995803833,8.1899995803833,20866600
2022-09-07,8.069999694824219,8.460000038146973,7.889999866485596,8.390000343322754,8.390000343322754,21748200
2022-09-08,8.300000190734863,8.720000267028809,8.239999771118164,8.640000343322754,8.640000343322754,16708600
2022-09-09,8.859999656677246,9.729999542236328,8.779999732971191,9.720000267028809,9.720000267028809,36352800
2022-09-12,10.010000228881836,10.75,9.850000381469727,10.220000267028809,10.220000267028809,47225600
2022-09-13,9.630000114440918,9.890000343322754,9.449999809265137,9.720000267028809,9.720000267028809,24911200
2022-09-14,9.520000457763672,9.930000305175781,9.210000038146973,9.90999984741211,9.90999984741211,22078200
2022-09-15,9.75,10.390000343322754,9.710000038146973,9.880000114440918,9.880000114440918,25060300
2022-09-16,9.619999885559082,9.680000305175781,8.979999542236328,8.979999542236328,8.979999542236328,31989600
2022-09-19,9.069999694824219,9.350000381469727,8.850000381469727,9.180000305175781,9.180000305175781,23541600
2022-09-20,9.229999542236328,9.319999694824219,8.619999885559082,8.710000038146973,8.710000038146973,17186900
2022-09-21,8.729999542236328,8.960000038146973,8.460000038146973,8.600000381469727,8.600000381469727,20213400
2022-09-22,8.619999885559082,8.65999984741211,7.730000019073486,7.849999904632568,7.849999904632568,26927300
2022-09-23,7.71999979019165,8.140000343322754,7.650000095367432,7.989999771118164,7.989999771118164,19910100
2022-09-26,7.650000095367432,7.96999979019165,6.809999942779541,6.829999923706055,6.829999923706055,43284800
2022-09-27,7.159999847412109,7.519999980926514,6.980000019073486,7.449999809265137,7.449999809265137,33360100
2022-09-28,7.300000190734863,7.710000038146973,7.110000133514404,7.670000076293945,7.670000076293945,24459500
2022-09-29,7.460000038146973,7.610000133514404,6.900000095367432,7.099999904632568,7.099999904632568,22502000
2022-09-30,6.96999979019165,7.28000020980835,6.820000171661377,6.96999979019165,6.96999979019165,16557000
2022-10-03,6.840000152587891,6.949999809265137,6.610000133514404,6.880000114440918,6.880000114440918,21499900
2022-10-04,6.980000019073486,8.130000114440918,6.96999979019165,7.829999923706055,7.829999923706055,42548300
2022-10-05,7.550000190734863,7.550000190734863,7.039999961853027,7.329999923706055,7.329999923706055,22699700
